사업장번호,사업장명,납부자번호,팩스번호,수신건수,최초수신일,최근수신일,예시파일명(최대3개),매칭비고
BPS010203046,(덕양)신원당6태영_아파트,어울림마을6단지태영아파트,,,,,,
BPS010207090,양지마을4단지건영빌라,3/6/9/12월 2만원 인상,,,,,,
BPS010206009,(일산)산들6단지베르빌_아파트,"산들마을6단지(9999동 101호),모자분리",,,,,,
BPS010404063,(구리-남양주)V004_평내대명_아파트,평내대명아파트,,,,,,
BPD110106650,[의정부]금강프라자(131-81-43689),㈜청송안전씨스템 1318143689,,,,,,
BPS010203035,화정씨네마플러스9999호,민들레개발㈜,,,,,,
BPS010409053,(양평)삼익아파트,양수삼익(999동101호),,,,,,
BPD110106290,(일산)문촌주공7단지(분양),문촌마을7단지(8888동6호),,,,,,
BPS010201017,(일산)남정골드프라자_빌딩,남정골드프라자9차,,,,,,
BPD110115565,(구리)리버뷰오피스텔,리버뷰오피스텔,,,,,,
BPS010208020,(파주)대방아파트,"파주대방노블랜드 / 대방아파트(납기는5일이나7,8일까지괜춘) /. 5월 선금 처리",,,,,,
BPD110106417,(구리)구리두산아파트[ ],구리두산아파트. 360원 빼고 지출,,,,,,
BPD110106764,(의정부)궁전오피스텔,(의정부)궁전오피스텔_격월. 팩스 미전송(26 776 번호 없음,,,,,,
BPD110106281,(일산)양지마을1단지건영빌라,양지마을1단지,,,,,,
BPD110106415,(구리)고덕프라자[ ],고덕프라자(2동9901호),,,,,,
BPS010207087,(일산)양우로데오랜드_빌딩,"양우로데오랜드(A,B,C동)",,,,,,
BPS010203011,(덕양)관산동신성_아파트,관산동신성아파트,,,,,,
BPD110106521,(구리)유현아파트,사업장철거예정(2021.08.31),,,,,,
BPD110106195,(덕양)서정마을10단지_신동아타운,서정마을10단지신동아타운하우스 생활문화지원실,,,,,,
BPS010201102,(일산)현대밀라트1차,현대밀라트1차,,,,,,
BPS010403084,(구리)V026LG아름마을,아름마을LG아파트9999동1호,,,,,,
BPS010202019,무원신우아파트705동101호,무원신우아파트. 사무실팩스,,,,,,
BPS010201056,(일산)백송7임광_아파트,백송마을7단지임광아파트,,,,,,
BPS010203045,(덕양)신원당5단지_대명아파트,신원당5단지 대명아파트,,,,,,
BPS010201097,(일산)하이베라스,"반기납,케이투산업개발",,,,,,
BPS010207131,(일산)탄현 일산동문1차_아파트,일산동문1차아파트,,,,,,
BPS010207055,(일산)문촌02라이프_아파트,문촌마을라이프아파트,,,,,,
BPD110106523,(의정부)호원미도,호원미도아파트,,,,,,
BPD110106179,(덕양)푸른마을_동익미라벨1단지,푸른마을1단지동익미라벨아파트,,,,,,
BPS010201088,(일산)중앙하이츠빌_(주)엠피에스(128-82-83829),"중앙하이츠(7777동102호). 팩스번호도 같고, 이름도 같은 다른 A유형 사업장이 있네",,,,,,
BPS010402026,(의정부)금오거성,금오거성아파트,,,,,,
BPD110112141,(일산)밤가시9단지,밤가시9단지,,,,,,
BPD110189489,(일산)정발건영1단지,정발마을1단지,,,,,,
BPD110112144,(일산)정발건영2단지,정발마을2단지,,,,,,
BPD110205445,경중앙(제일시장BBC),사단법인의정부제일시장,,,,,,
BPD110116831,(덕양)동화빌딩,동화빌딩. 동화비엠,,,,,,
BPS010201030,장항라페스타관리사무소(128-82-70246),라페스타쇼핑몰관리단,,,,,,
BPS010201030,장항라페스타관리사무소(128-82-70246) 1288270246,"라페스타쇼핑몰관리단,880kw 이수미",,,,,,
BPD110106158,(일산)백송10단지건영,백송10단지건영빌라아파트,,,,,,
BPS010207083,[일산]신동아노블타워,㈜구성컴퍼니 5628502158,,,,,,
BPD110106222,(일산)하늘빌딩,다드림한마음㈜,,,,,,
BPD110106423,(구리-남양주)창현대주피오레아파트,창현대주피오레아파트,,,,,,
BPS010201141,(일산)플로스타위너스21-II,신풍플로스타(901호),,,,,,
BPS010201065,[일산]삼성마이다스오피스텔(176-82-71375),삼성마이다스오피스텔관리단,,,,,,
BPS010203088,(덕양)달빛3단지 신안상가지하_BB-H,신안상가번영회 29-40만원짜리 지급하는게 맞음!(*관리비69000원은 운용팀에서지급처리),,,,,,
BPS010208114,노을빛마을2단지225동102호,노을빛마을2단지225동102호,,,,,,
BPS010201095,(일산)풍동에이스12차아파트 무응3/26,에이스12차아파트,,,,,,
BPD110106144,(일산)장항이스턴시티,이스턴시티관리단,,,,,,
BPN021026785,[덕양]요진타워_빌딩(128-81-18729),㈜와이제이코퍼레이션 1288118729,,,,,,
BPD110106311,[일산]일산현해프라자1동801호(128-86-25851) 1288625851,㈜건웅종합관리,,,,,,
BPD110106311,[일산]일산현해프라자1동801호(128-86-25851) 본사,㈜건웅종합관리,,,,,,
BPS010207067,(일산)문촌15부영_아파트,문촌15부영아파트,,,,,,
BPS010404074,(구리-남양주)창현두산1차_아파트,창현두산1차아파트,,,,,,
BPD110108518,(덕양)행신프라자,"행신프라자(KT-A,B,C)* 합산. 전화번호/팩스번호 오류…..; 어디녜자꾸. KT라고 10번말해도 관리사무소라고 못알아들으심",,,,,,
BPS010208074,(파주)새꽃마을금촌주공3단지,새꽃마을3단지,,,,,,
BPD110106684,(파주)봉일천동문1차아파트,격월,,,,,,
BPS010207149,(일산)후곡07동성_아파트,모자분리20190815,,,,,,
BPS010203048,(덕양)어울림마을삼보아파트_신원당8단지,신원당8단지삼보아파트,,,,,,
BPS010202038,(덕양)소만7대명_아파트,소만7단지대명아파트,,,,,,
BPD110114092,(파주)문산선유5단지휴먼시아,문산선유5단지휴먼시아,,,,,,
BPD110114086,(일산)호선오피스텔,호선파크빌오피스텔,,,,,,
BPD110115464,(일산)유진스웰1차아파트,1/4/7/10월,,,,,,
BPS010203096,(덕양)고양우방유쉘_아파트,(덕양)고양우방유쉘_아파트,,,,,,
BPS010201008,(일산)강촌7단지(코오롱)아파트,(일산)강촌7단지아파트,,,,,,
BPS010202040,(덕양)소만8단지(풍림)상가_BB-H / 7호,지하KT(B02호)/풍림상가 ….(고장) ->,,,,,,
BPN021028305,(덕양)글로리아프라자_빌딩,글로리아프라자,,,,,,
BPD110128138,[양평]오리온 양평연수원부대시설709-81-00727,오리온연수원 (연수원부대시설),,,,,,
BPD110128075,[양평]오리온 양평연수원,오리온연수원 (연수원),,,,,,
BPD110119071,(덕양)능곡 세신훼미리타운212호(128-82-78817),세신훼밀리타운관리단,,,,,,
BPD110106654,[의정부]신곡세명프라자302호(127-47-49074=>851-88-01633),신우비엠(851-88-01633) 8518801633,,,,,,
BPS010207143,(일산)후곡1단지대우벽산_아파트,광인산업㈜후곡대우벽산아파트,,,,,,
BPD110106201,(덕양)무원마을2단지_삼보8888동102호,무원삼보아파트,,,,,,
BPS010201025,(일산)동양메이저타워,동양메이저타워(9901호),,,,,,
BPS010203077,(덕양)대동피렌체_아파트,대동피렌체주상복합아파트,,,,,,
BPS010201116,(일산)효성레제스,효성레제스오피스텔,,,,,,
BPS010201034,(일산)로스텔_오피스텔(128-80-14463),종이세금계산서 로스텔오피스텔(1동9991호),,,,,,
BPD110106461,(의정부)호원한승,호원한승아파트(종이팩스),,,,,,
BPS010206036,(일산)중산9단지두산한성_아파트,"중산9 (999동 106호, 105호)",,,,,,
BPS010206031,(일산)중산12단지현대_아파트,모자분리20200219,,,,,,
BPS010207103,(일산)장성04대명_아파트,장성마을4단지대명아파트,,,,,,
BPS010207108,(일산)청원레이크빌2_빌딩,청원레이크빌2 (1동 202호),,,,,,
BPD110137533,(의정부)우미쁘띠린1차,의정부우미쁘띠린1차 / -> 없는번호,,,,,,
BPD110214304,(의정부)우미쁘띠린2차,의정부우미쁘띠린2차 / -> 없는번호,,,,,,
BPS010402059,(의정부)신곡신성벽산,(의정부)신곡신성벽산,,,,,,
BPS010208010,"(파주)금촌두보1,2차아파트","(파주)두보1,2차아파트",,,,,,
BPS010207156,(일산)후곡15건영_아파트,후곡마을15단지건영아파트(2장),,,,,,
BPS010405027,(구리-덕소)벽산_아파트,덕소벽산아파트,,,,,,
BPS010208080,(파주)금촌후곡마을6단지,(파주)금촌후곡마을6단지_모분_에어컨_,,,,,,
BPS010207144,(일산)후곡02동양대창_아파트,후곡2단지동양대창아파트,,,,,,
BPD110106402,(의정부)녹양현대9999동101호,의정부녹양현대,,,,,,
BPS010402103,(의정부)용현금용,용현금용아파트,,,,,,
BPD110106602,(의정부)호원롯데,호원동롯데아파트,,,,,,
BPD110191300,구리_삼성생명,"제이제이로빈(삼성생명구리빌딩),.. 2/1~28, 4/1~30 각각 청구서 발견해서 입금함. 3/1~31 청구서 발견 못함",,,,,,
BPD110107222,(파주)금촌1단지주공아파트,금촌1단지주공아파트,,,,,,
BPS010203041,(덕양)신원당2단지_태영아파트,신원당2단지태영아파트,,,,,,
BPD110108511,(덕양)행신동 골드프라자,㈜다드림한마음,,,,,,
BPD110106324,(덕양)행신동_GL프라자,㈜다드림한마음,,,,,,
BPS010201110,(일산)대우로얄마트_아파트,대우로얄마트상가번영회,,,,,,
BPD110106234,(일산)성저건영5단지,성저건영5단지,,,,,,
BPD110106233,(일산)성저건영6단지,성저건영6단지,,,,,,
BPS010201079,(일산)영림브레아-II(212-82-72103) 2128272103,영림브레아II오피스텔,,,,,,
BPD110106327,(덕양)행신동_탑프라자,다드림한마음,,,,,,
BPD110112905,[일산]서륭빌딩(110-81-62511),"서륭프라자,148kw",,,,,,
BPD110106412,(의정부)탑석드림캐슬,송산주공4단지999동101호,,,,,,
BPD110106145,[일산]동양생명빌딩,지에스컴퍼니 일산 5488503054,,,,,,
BPD110106145,[일산]동양생명빌딩(128-85-26964),동양생명 일산,,,,,,
BPN021024451,(덕양)고양서정2단지 주공아파트(108-81-38338),서림주택관리㈜_서정마을2,,,,,,
BPS010201059,[일산]비잔티움오피스텔99동9901호(128-82-81,비잔티움일산 1288281078,,,,,,
BPN021028150,(덕양)고양행신3단지_아파트(108-81-38338) 1088138338,서림주택관리㈜_서정마을3,,,,,,
BPN021024171,(파주)봉일천성원아파트,봉일천성원아파트,,,,,,
BPD110116455,(일산)크리스탈빌딩_128-80-17932종이,크리스탈빌딩(1008호),,,,,,
BPS010202046,(덕양)행신동 예일센스빌2차_아파트,예일센스빌2차,,,,,,
BPD110106317,(일산)예일센스빌3차,다드림한마음㈜,,,,,,
BPS010207125,(일산)탄현15효성_아파트,탄현15단지효성(9999동101호),,,,,,
BPS010208011,(파주)두보3차 아파트,두보3차아파트,,,,,,
BPD110109618,(의정부)아크라티움,아크라티움(999동105호),,,,,,
BPS010201108,"(일산)현대타운빌_아파트,1",현대타운빌 1동 1603호,,,,,,
BPS010207199,(일산)탄현01경남진로_아파트,모자분리완료(2023.9),,,,,,
BPD110106653,[의정부]비콘드림시티,비콘드림씨티오피스텔(301동101호),,,,,,
BPD110208062,파주출판문화 LH1단지999동103호,파주출판문화LH1단지아파트,,,,,,
BPD110106323,(덕양)행신동SK VIEW3차_아파트,SK뷰3차(999동103호),,,,,,
BPN021024361,(덕양)GL리치빌_빌딩,㈜다드림한마음,,,,,,
BPS010202025,(덕양)별빛마을8단지부영_아파트,별빛마을8단지부영아파트 (상가번영회 따로있음),,,,,,
BPS010208110,(파주)광탄동신라메르,광탄동신라메르(999동101호),,,,,,
BPS010201053,(일산)백송3단지우성_아파트,백송마을우성(888동104호) (정선희),,,,,,
BPS010403040,(구리)E018삼성래미안_아파트,구리토평삼성래미안(999동3호),,,,,,
BPS010207139,[일산]한강세이프빌(220-87-88348),대륙상사 2208788348,,,,,,
BPS010406066,(동두천)_에이스5차_아파트(V021),에이스5차아파트,,,,,,
BPS010409071,(양평)SK뷰아파트,양평SK뷰아파트,,,,,,
BPS010207158,(일산)후곡17태영_아파트,후곡마을태영17단지(9999동103호),,,,,,
BPS010406042,(동두천)_생연건영_아파트(V008),동두천건영아파트(999동102호),,,,,,
BPS010403086,(구리)토평SK신일_아파트,토평SK신일(999동2호),,,,,,
BPD110106428,(구리)수택성원상떼빌,수택성원상떼빌(8888동1호),,,,,,
BPS010206023,(일산)중산3단지 일신건영_아파트,중산마을3단지일신건영아파트,,,,,,
BPS010411046,(의정부)백석동화3차,동화3차아파트,,,,,,
BPS010206043,(일산)현대홈타운3차_아파트,일산3차현대홈타운아파트(888동101호),,,,,,
BPS010206038,(일산)청원네이처빌_아파트,청원네이처빌(108동101호),,,,,,
BPD110106430,(의정부)신도브래뉴2차3차,신도브래뉴2.3차아파트,,,,,,
BPS010404068,(구리-남양주)V009_세종_아파트,평내세종아파트/평내세종리젠시빌(999동102호),,,,,,
BPN021028517,(일산)킨텍스존_빌딩128-86-27859,하나종합관리(전자발행) 1288627859,,,,,,
BPS010402068,(의정부)신곡신일2차,신일2차아파트,,,,,,
BPD110106374,(양평_가평)가평파란채아파트,가평파란채(999동101호),,,,,,
BPS010403088,(구리)한가람E034_아파트,구리한가람아파트(999동106호),,,,,,
BPD110106425,(구리-남양주)금곡명지 해뜨는터,금곡명지해드는터(7777동1호),,,,,,
BPD110113133,(구리-남양주)호평두산위브,호평두산위브파크(999동103호),,,,,,
BPD110106277,(일산)일산일송노블레스,일산일송노블레스(1동9-991호),,,,,,
BPS010203057,(덕양)장원프라자_BB-H,장원매니지먼트주식회사,,,,,,
BPS010201032,[일산]고양로데오탑(112-81-39490신),아산종합관리(주) 1128139490,,,,,,
BPS010207049,(일산)중앙하이츠빌II_관리사무소,덕이동중앙하이츠빌Ⅱ_일산 서구 덕이로,,,,,,
BPD110106288,(일산)한라밀라트3,한라밀라트III(999동101호),,,,,,
BPD110111294,(덕양)행신윤창2차,"행신윤창2차(200동 103호,104호),51kww",,,,,,
BPD110189148,(일산)백송3단지(한신),백송3단지한신아파트(9999동104호),,,,,,
BPD110222108,구리(남양주)호평오네뜨센트럴아파트9999동109호,구리(남양주)호평오네뜨센트럴아파트,,,,,,
BPD110106626,(의정부)청학주공1단지,청학1단지주공아파트,,,,,,
BPD110106237,(일산)가좌1단지양우아파트,가좌양우내안애아파트,,,,,,
BPS010206042,(일산)현대홈타운2차_아파트,일산2차현대홈타운(999동201호),,,,,,
BPS010201047,[일산]백석역동문굿모닝힐1차,백석역동문굿모닝힐1 999동102호 fax)0663 (128-80-09989) (610-82-89884) (646-15-01852) => 모자분리 완료,,,,,,
BPS010207221,(일산)문촌19신우_아파트,문촌신우아파트(1913동9호),,,,,,
BPD110106400,(동두천)-송우-세창선단마을아파트,세창선단마을,,,,,,
BPS010202047,(덕양)옥빛12신덕_아파트,옥빛마을12단지(8888동102호),,,,,,
BPD110108082,산내들우미린아파트생활지원센터,양주고읍우미린(9999동1호),,,,,,
BPS010201111,(일산)호수2현대,일산호수마을2단지(888동102호),,,,,,
BPS010201115,(일산)호수그린_아파트,호수그린오피스텔,,,,,,
BPS010201137,[일산]백석동문타워2차7777동101호(128-82-80953) 1288280953,동문굿모닝타워2차관리단 fax) 031- 49160,,,,,,
BPD110106791,(일산)강선10단지한양,강선한양(9999동3호),,,,,,
BPS010203012,(덕양)관산유승_아파트,관산동 유승아파트,,,,,,
BPD110188829,(동의정부)민락폴리프라자 (고지서),폴리프라자(1001호),,,,,,
BPS010411081,(의정부)송추푸른마을,송추푸른마을(8888동102호),,,,,,
BPS010201048,(일산)백석우림보보카운티,백석우림보보카운티(9901호),,,,,,
BPS010207024,(일산)킨텍스자이,킨텍스자이(999동101호),,,,,,
BPD110106497,(구리-퇴계원)오남두산1차아파트,오남리두산1차(9999동4호),,,,,,
BPS010208012,(파주)성원포레스타운,성원포레스타운,,,,,,
BPS010208116,(파주)교하진흥효자,교하진흥효자(7777동1호),,,,,,
BPS010207005,(일산)강선01대우벽산_아파트,강선마을대우벽산(8888동3호),,,,,,
BPS010201049,(일산)백석윈스턴파크 1차,윈스턴1차(3동102호),,,,,,
BPD110106518,(의정부)호원신도5차,신도5차(9999동1호),,,,,,
BPD110106605,(의정부)광사나래아파트,나래(999동102호),,,,,,
BPD110106530,(구리)흥화브라운오피스텔,흥화오피스텔(999동101호) 종이세금계산서 1328011655,,,,,,
BPN021029981,(덕양)동익미라벨4단지_아파트,푸른마을4단지동익미라벨4차(999동101호),,,,,,
BPS010203039,(덕양)식사동은행마을SK_아파트,일산은행마을SK뷰(7777동1호),,,,,,
BPD110162090,(구리-남양주)신성푸른솔아파트,신성푸른솔(9999동6호)(2023.12.01 모자분리),,,,,,
BPS010202060,"(덕양)능곡 풍림아이원1,2차_아파트",능곡풍림아이원(999동2호),,,,,,
BPD110106468,(의정부)호원신일엘리시움,호원신일엘리시움(7777동2호),,,,,,
